uniprot_id,ptm_enzyme,site,ptm_type,score,source
P18669,Q13153,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P18754,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18754,Q16659,unknown,Phosphorylation,12.84,PhosphoNetworks
P18754,Q92630,unknown,Phosphorylation,34.96,PhosphoNetworks
P18825,P25098,unknown,Phosphorylation,1.0,Reactome
P18825,P32298,unknown,Phosphorylation,1.0,Reactome
P18825,P34947,unknown,Phosphorylation,1.0,Reactome
P18825,P35626,unknown,Phosphorylation,1.0,Reactome
P18825,P43250,unknown,Phosphorylation,1.0,Reactome
P18825,Q15835,unknown,Phosphorylation,1.0,Reactome
P18825,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
P18827,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18846,O75582,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P18846,O75676,unknown,Phosphorylation,0.617,SIGNOR
P18846,P48729,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18846,P51812,unknown,Phosphorylation,0.32,SIGNOR
P18846,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18846,Q00526,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18848,P07949,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P18848,P51812,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P18850,Q06187,unknown,Phosphorylation,10.19,PhosphoNetworks
P18850,Q9UQM7,unknown,Phosphorylation,2.75,PhosphoNetworks
P18858,O14757,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18858,O43683,unknown,Phosphorylation,2.71,PhosphoNetworks
P18858,O43781,unknown,Phosphorylation,1.93,PhosphoNetworks
P18858,O96017,unknown,Phosphorylation,1.56,PhosphoNetworks
P18858,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18858,P11802,unknown,Phosphorylation,42.14,PhosphoNetworks
P18858,P19784,unknown,Phosphorylation,100.0,PhosphoNetworks
P18858,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18858,P30291,unknown,Phosphorylation,42.14,PhosphoNetworks
P18858,P68400,unknown,Phosphorylation,1.0,PhosphoNetworks;PhosphoSitePlus
P18858,Q00534,unknown,Phosphorylation,10.19,PhosphoNetworks
P18858,Q00535,unknown,Phosphorylation,5.54,PhosphoNetworks
P18858,Q13153,unknown,Phosphorylation,2.64,PhosphoNetworks
P18887,O43683,unknown,Phosphorylation,1.56,PhosphoNetworks
P18887,O96017,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18887,P11802,unknown,Phosphorylation,18.32,PhosphoNetworks
P18887,P19784,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18887,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18887,P30291,unknown,Phosphorylation,23.71,PhosphoNetworks
P18887,P50613,unknown,Phosphorylation,23.71,PhosphoNetworks
P18887,P68400,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P18887,P78527,unknown,Phosphorylation,1.0,PhosphoSitePlus
P18887,Q00535,unknown,Phosphorylation,7.87,PhosphoNetworks
P18887,Q96GD4,unknown,Phosphorylation,1.56,PhosphoNetworks
P18887,Q99986,unknown,Phosphorylation,18.32,PhosphoNetworks
P18887,Q9H4B4,unknown,Phosphorylation,2.7,PhosphoNetworks
P18887,Q9UEE5,unknown,Phosphorylation,1.93,PhosphoNetworks
P19022,P12931,Y852;Y860;Y884;Y886,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P19022,P52564,unknown,Phosphorylation,1.0,Reactome
P19086,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19086,Q13153,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19105,O75914,unknown,Phosphorylation,1.0,Reactome
P19105,P06241,unknown,Phosphorylation,1.0,Reactome
P19105,P12931,unknown,Phosphorylation,1.0,Reactome
P19105,P29323,unknown,Phosphorylation,1.0,Reactome
P19105,P54753,unknown,Phosphorylation,1.0,Reactome
P19105,P54760,unknown,Phosphorylation,1.0,Reactome
P19105,P54762,unknown,Phosphorylation,1.0,Reactome
P19105,Q13153,unknown,Phosphorylation,1.0,Reactome
P19105,Q15746,unknown,Phosphorylation,1.0,Reactome
P19174,P00519,Y1003;Y771,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P19174,P00533,Y1253;Y472;Y771;Y783,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P19174,P04626,Y,Phosphorylation,1.0,UniProt
P19174,P04629,Y,Phosphorylation,1.0,SIGNOR;UniProt
P19174,P06213,Y,Phosphorylation,1.0,UniProt
P19174,P06239,unknown,Phosphorylation,1.0,Reactome
P19174,P06241,unknown,Phosphorylation,1.0,Reactome
P19174,P07948,Y771;Y783,Phosphorylation,1.0,Reactome;iPTMnet
P19174,P07949,Y783,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P19174,P08581,Y,Phosphorylation,1.0,UniProt
P19174,P08631,Y1253;Y771;Y783,Phosphorylation,1.0,iPTMnet
P19174,P09619,Y,Phosphorylation,1.0,SIGNOR;UniProt
P19174,P10721,Y,Phosphorylation,1.0,UniProt
P19174,P11362,Y,Phosphorylation,100.0,PhosphoNetworks;UniProt
P19174,P12931,Y783,Phosphorylation,1.0,PhosphoSitePlus;Reactome;iPTMnet
P19174,P16234,unknown,Phosphorylation,0.649,SIGNOR
P19174,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19174,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19174,P21802,Y,Phosphorylation,1.0,UniProt
P19174,P21860,Y,Phosphorylation,1.0,UniProt
P19174,P29317,unknown,Phosphorylation,0.275,SIGNOR
P19174,P31749,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19174,P35968,unknown,Phosphorylation,1.0,Reactome
P19174,P42684,Y,Phosphorylation,1.0,UniProt
P19174,P43403,Y1253;Y783,Phosphorylation,1.0,Reactome;iPTMnet
P19174,P43405,Y771;Y783,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P19174,P54764,Y783,Phosphorylation,1.0,iPTMnet
P19174,Q06187,unknown,Phosphorylation,0.581,SIGNOR
P19174,Q06418,unknown,Phosphorylation,100.0,PhosphoNetworks
P19174,Q08881,Y775;Y783,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P19174,Q16620,unknown,Phosphorylation,0.647,SIGNOR
P19235,O60674,Y368;Y426;Y454;Y456;Y468;Y485;Y489;Y504,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;iPTMnet
P19235,P07948,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19338,O43683,unknown,Phosphorylation,2.71,PhosphoNetworks
P19338,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19338,P09769,unknown,Phosphorylation,2.75,PhosphoNetworks
P19338,P11802,unknown,Phosphorylation,18.32,PhosphoNetworks
P19338,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19338,P31749,unknown,Phosphorylation,3.47,PhosphoNetworks
P19338,P41743,unknown,Phosphorylation,10.19,PhosphoNetworks
P19338,P45983,unknown,Phosphorylation,2.75,PhosphoNetworks
P19338,Q9UEE5,unknown,Phosphorylation,1.93,PhosphoNetworks
P19367,P12931,Y732,Phosphorylation,1.0,SIGNOR;UniProt;iPTMnet
P19387,P50750,unknown,Phosphorylation,1.0,Reactome
P19388,P22607,Y,Phosphorylation,1.0,UniProt
P19388,P50750,unknown,Phosphorylation,1.0,Reactome
P19404,P06241,Y,Phosphorylation,1.0,UniProt
P19404,P12931,Y193,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P19419,O75582,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19419,P27361,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;Reactome;SIGNOR
P19419,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P19419,P45983,unknown,Phosphorylation,419.6,PhosphoNetworks;Reactome
P19419,P45984,unknown,Phosphorylation,100.0,PhosphoNetworks;Reactome
P19419,Q13164,unknown,Phosphorylation,1.0,Reactome
P19419,Q15759,unknown,Phosphorylation,1.0,Reactome
P19419,Q16539,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19419,Q16659,unknown,Phosphorylation,1.0,Reactome
P19419,Q8TD08,unknown,Phosphorylation,1.0,Reactome
P19429,O75116,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,P05771,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P19429,Q02156,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,Q05655,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,Q13043,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,Q13131,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,Q15139,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19429,Q15418,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19438,O14920,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19438,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19447,P68400,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19474,O14733,unknown,Phosphorylation,2.25,PhosphoNetworks
P19484,P00519,unknown,Phosphorylation,0.2,SIGNOR
P19484,P05771,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19484,P11802,unknown,Phosphorylation,0.2,SIGNOR
P19484,Q00534,unknown,Phosphorylation,0.2,SIGNOR
P19525,O14920,unknown,Phosphorylation,442.1,PhosphoNetworks
P19525,O15530,unknown,Phosphorylation,3.11,PhosphoNetworks
P19525,O43283,unknown,Phosphorylation,3.68,PhosphoNetworks
P19525,O96017,unknown,Phosphorylation,4.39,PhosphoNetworks
P19525,P04049,unknown,Phosphorylation,11.83,PhosphoNetworks
P19525,P06241,unknown,Phosphorylation,11.83,PhosphoNetworks
P19525,P11309,unknown,Phosphorylation,22.21,PhosphoNetworks
P19525,P19525,Y101;Y162;Y293,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P19525,P19784,unknown,Phosphorylation,1.57,PhosphoNetworks
P19525,P23458,Y101;Y293,Phosphorylation,1.0,iPTMnet
P19525,P28482,unknown,Phosphorylation,5.52,PhosphoNetworks;PhosphoSitePlus
P19525,P29597,unknown,Phosphorylation,1.57,PhosphoNetworks
P19525,P41743,unknown,Phosphorylation,5.52,PhosphoNetworks
P19525,P45984,unknown,Phosphorylation,1.57,PhosphoNetworks
P19525,P49674,unknown,Phosphorylation,4.26,PhosphoNetworks
P19525,P49841,unknown,Phosphorylation,4.26,PhosphoNetworks
P19525,P51812,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19525,Q04759,unknown,Phosphorylation,3.11,PhosphoNetworks
P19525,Q16539,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19525,Q9Y572,unknown,Phosphorylation,2.84,PhosphoNetworks
P19532,P11802,unknown,Phosphorylation,0.2,SIGNOR
P19532,Q00534,unknown,Phosphorylation,0.2,SIGNOR
P19532,Q15831,unknown,Phosphorylation,1.58,PhosphoNetworks
P19544,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19544,P22455,unknown,Phosphorylation,3.22,PhosphoNetworks
P19544,P22607,Y,Phosphorylation,1.0,UniProt
P19622,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19634,O75116,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19634,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19634,P31749,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19634,Q13464,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P19634,Q15418,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19634,Q16539,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19634,Q99558,unknown,Phosphorylation,0.305,SIGNOR
P19784,P51617,unknown,Phosphorylation,1.57,PhosphoNetworks
P19793,O43318,unknown,Phosphorylation,2.7,PhosphoNetworks
P19793,P09769,unknown,Phosphorylation,2.75,PhosphoNetworks
P19793,P17612,unknown,Phosphorylation,7.87,PhosphoNetworks;PhosphoSitePlus
P19793,P27361,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19793,P28482,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19793,P31749,unknown,Phosphorylation,2.68,PhosphoNetworks
P19793,P43405,unknown,Phosphorylation,3.47,PhosphoNetworks
P19793,P45983,unknown,Phosphorylation,2.75,PhosphoNetworks;PhosphoSitePlus
P19793,P45984,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19793,P45985,Y249,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P19793,P49840,unknown,Phosphorylation,1.93,PhosphoNetworks
P19793,Q9NQU5,unknown,Phosphorylation,1.93,PhosphoNetworks
P19838,O14757,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19838,O14920,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;Reactome
P19838,O15111,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P19838,O75582,unknown,Phosphorylation,1.0,Reactome
P19838,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P19838,P22612,unknown,Phosphorylation,1.0,Reactome
P19838,P22694,unknown,Phosphorylation,1.0,Reactome
P19838,P49841,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P19838,P51617,unknown,Phosphorylation,1.0,Reactome
P19838,P78527,unknown,Phosphorylation,1.0,PhosphoSitePlus
P19878,P05771,unknown,Phosphorylation,1.0,Reactome
P19878,P17252,unknown,Phosphorylation,1.0,Reactome
P19878,P27361,unknown,Phosphorylation,1.0,Reactome
P19878,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P19878,Q05513,unknown,Phosphorylation,1.0,Reactome
P19878,Q05655,unknown,Phosphorylation,1.0,Reactome
P19878,Q15759,unknown,Phosphorylation,1.0,Reactome
P19878,Q16539,unknown,Phosphorylation,1.0,Reactome
P20036,P41240,unknown,Phosphorylation,1.0,Reactome
P20042,P19525,unknown,Phosphorylation,1.0,Reactome
P20042,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20042,Q9BQI3,unknown,Phosphorylation,1.0,Reactome
P20042,Q9NZJ5,unknown,Phosphorylation,1.0,Reactome
P20042,Q9P2K8,unknown,Phosphorylation,1.0,Reactome
P20138,P06239,Y340,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P20138,P12931,Y340,Phosphorylation,1.0,iPTMnet
P20226,P50613,unknown,Phosphorylation,1.0,Reactome
P20248,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20248,P50613,unknown,Phosphorylation,1.0,Reactome
P20248,Q99640,unknown,Phosphorylation,1.0,Reactome
P20265,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20273,P07948,Y,Phosphorylation,1.0,SIGNOR;UniProt
P20273,P43405,Y,Phosphorylation,1.0,UniProt
P20338,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20339,P27361,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20339,Q02156,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20393,P49841,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20417,P00533,Y,Phosphorylation,1.0,UniProt
P20639,P19525,Y,Phosphorylation,1.0,UniProt
P20645,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20700,P05771,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20700,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20700,Q00535,unknown,Phosphorylation,1.0,Reactome
P20701,O60674,unknown,Phosphorylation,0.268,SIGNOR
P20701,P12931,unknown,Phosphorylation,0.422,SIGNOR
P20701,Q05397,unknown,Phosphorylation,1.0,Reactome
P20701,Q14289,unknown,Phosphorylation,1.0,Reactome
P20702,Q05397,unknown,Phosphorylation,1.0,Reactome
P20702,Q14289,unknown,Phosphorylation,1.0,Reactome
P20749,O43318,unknown,Phosphorylation,12.84,PhosphoNetworks
P20749,O43683,unknown,Phosphorylation,35.4,PhosphoNetworks
P20749,P06239,Y,Phosphorylation,1.0,UniProt
P20749,P09769,unknown,Phosphorylation,12.84,PhosphoNetworks
P20749,P11802,unknown,Phosphorylation,2.28,PhosphoNetworks
P20749,P21802,unknown,Phosphorylation,6.22,PhosphoNetworks
P20749,P27361,unknown,Phosphorylation,1960.7,PhosphoNetworks
P20749,P29320,unknown,Phosphorylation,3.22,PhosphoNetworks
P20749,P29597,unknown,Phosphorylation,16.93,PhosphoNetworks
P20749,P30291,unknown,Phosphorylation,2.28,PhosphoNetworks
P20749,P37173,unknown,Phosphorylation,70.96,PhosphoNetworks
P20749,P43403,unknown,Phosphorylation,10.68,PhosphoNetworks
P20749,P43405,unknown,Phosphorylation,18.2,PhosphoNetworks
P20749,P45984,unknown,Phosphorylation,12.84,PhosphoNetworks
P20749,P49674,unknown,Phosphorylation,1.58,PhosphoNetworks
P20749,P49760,unknown,Phosphorylation,3.24,PhosphoNetworks
P20749,P49840,unknown,Phosphorylation,1996.19,PhosphoNetworks;PhosphoSitePlus
P20749,P49841,unknown,Phosphorylation,7035.6,PhosphoNetworks
P20749,P51813,unknown,Phosphorylation,2.25,PhosphoNetworks
P20749,P51955,unknown,Phosphorylation,2.25,PhosphoNetworks
P20749,P78362,unknown,Phosphorylation,2.25,PhosphoNetworks
P20749,Q00535,unknown,Phosphorylation,24.59,PhosphoNetworks
P20749,Q05397,unknown,Phosphorylation,12.84,PhosphoNetworks
P20749,Q06418,unknown,Phosphorylation,4.46,PhosphoNetworks
P20749,Q07912,unknown,Phosphorylation,70.96,PhosphoNetworks
P20749,Q13153,unknown,Phosphorylation,2.67,PhosphoNetworks
P20749,Q14289,unknown,Phosphorylation,13.8,PhosphoNetworks
P20749,Q15349,unknown,Phosphorylation,34.96,PhosphoNetworks
P20749,Q8IW41,unknown,Phosphorylation,34.96,PhosphoNetworks
P20749,Q8N5S9,unknown,Phosphorylation,2.25,PhosphoNetworks
P20749,Q8TAS1,unknown,Phosphorylation,2.21,PhosphoNetworks
P20749,Q8TD19,unknown,Phosphorylation,2.25,PhosphoNetworks
P20749,Q9UEE5,unknown,Phosphorylation,5.31,PhosphoNetworks
P20794,P20794,Y159,Phosphorylation,1.0,SIGNOR;iPTMnet
P20807,P22607,Y,Phosphorylation,1.0,UniProt
P20823,Q9Y463,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P20827,P29317,Y,Phosphorylation,1.0,UniProt
P20827,P54764,Y,Phosphorylation,1.0,UniProt
P20849,Q05397,unknown,Phosphorylation,1.0,Reactome
P20849,Q14289,unknown,Phosphorylation,1.0,Reactome
P20908,Q05397,unknown,Phosphorylation,1.0,Reactome
P20908,Q14289,unknown,Phosphorylation,1.0,Reactome
P20916,P06241,Y620,Phosphorylation,1.0,iPTMnet
P20929,P49841,unknown,Phosphorylation,0.308,SIGNOR
P20936,P00533,Y283;Y460,Phosphorylation,1.0,SIGNOR;UniProt;iPTMnet
P20936,P04626,Y,Phosphorylation,1.0,UniProt
P20936,P06239,Y283;Y460,Phosphorylation,1.0,iPTMnet
P20936,P08581,Y,Phosphorylation,1.0,UniProt
P20936,P09619,Y,Phosphorylation,1.0,Reactome;UniProt
P20936,P10721,Y,Phosphorylation,1.0,UniProt
P20936,P12931,unknown,Phosphorylation,0.616,SIGNOR
P20936,P16234,unknown,Phosphorylation,1.0,Reactome
P20936,P21860,Y,Phosphorylation,1.0,UniProt
P20936,P36888,Y,Phosphorylation,1.0,UniProt
P20936,Q9NYA1,unknown,Phosphorylation,1.0,Reactome
P20941,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P20941,P22612,unknown,Phosphorylation,1.0,Reactome
P20941,P22694,unknown,Phosphorylation,1.0,Reactome
P20941,P25098,unknown,Phosphorylation,0.2,SIGNOR
P20941,Q05513,unknown,Phosphorylation,3.11,PhosphoNetworks
P20941,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
P20963,P06239,Y,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt
P20963,P06241,unknown,Phosphorylation,100.0,PhosphoNetworks;Reactome
P20963,P07947,unknown,Phosphorylation,1.0,Reactome
P20963,P07948,unknown,Phosphorylation,1.0,Reactome
P20963,P08631,unknown,Phosphorylation,1.0,Reactome
P20963,P09769,unknown,Phosphorylation,1.0,Reactome
P20963,P12931,unknown,Phosphorylation,1.0,Reactome
P20963,P43403,Y,Phosphorylation,1.0,UniProt
P21127,O96017,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P21127,P50613,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21127,Q9UQ88,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21145,Q06187,Y,Phosphorylation,1.0,UniProt
P21291,P17252,unknown,Phosphorylation,2.68,PhosphoNetworks
P21291,Q00535,unknown,Phosphorylation,7.87,PhosphoNetworks
P21333,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21333,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21333,P42345,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21333,Q05397,unknown,Phosphorylation,1.0,Reactome
P21333,Q13153,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P21333,Q14289,unknown,Phosphorylation,1.0,Reactome
P21333,Q15418,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21333,Q16566,unknown,Phosphorylation,100.0,PhosphoNetworks
P21333,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21397,Q16539,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21399,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P21453,P31749,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21462,Q16539,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21583,P10721,Y,Phosphorylation,1.0,UniProt
P21589,P33981,unknown,Phosphorylation,0.2,SIGNOR
P21673,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21675,P50613,unknown,Phosphorylation,1.0,Reactome
P21730,P05129,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21730,P05771,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21730,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P21730,Q05655,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21731,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P21731,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21731,Q13976,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21741,P08631,Y,Phosphorylation,1.0,UniProt
P21781,P21802,Y,Phosphorylation,1.0,UniProt
P21781,P27361,unknown,Phosphorylation,1.0,Reactome
P21781,P28482,unknown,Phosphorylation,1.0,Reactome
P21796,P45983,unknown,Phosphorylation,6.8,PhosphoNetworks
P21796,Q96PY6,unknown,Phosphorylation,1.0,PhosphoSitePlus
P21802,P11362,Y,Phosphorylation,1.0,UniProt
P21802,P21802,Y466;Y586;Y588;Y656;Y657;Y769,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P21802,P27361,unknown,Phosphorylation,1.0,Reactome
P21802,P28482,unknown,Phosphorylation,1.0,Reactome
P21854,P07948,Y39;Y7,Phosphorylation,1.0,iPTMnet
P21860,P00533,Y1276;Y1289,Phosphorylation,1.0,SIGNOR;UniProt;iPTMnet
P21860,P04626,Y,Phosphorylation,1.0,SIGNOR;UniProt
P21860,P08631,Y,Phosphorylation,1.0,UniProt
P21860,P12931,Y,Phosphorylation,1.0,Reactome;UniProt
P21860,P42684,Y,Phosphorylation,1.0,UniProt
P21860,P43405,Y,Phosphorylation,1.0,UniProt
P21860,Q01973,Y1307,Phosphorylation,1.0,SIGNOR;iPTMnet
P21860,Q15303,Y,Phosphorylation,1.0,UniProt
P21917,P25098,unknown,Phosphorylation,1.0,Reactome
P21917,P32298,unknown,Phosphorylation,1.0,Reactome
P21917,P34947,unknown,Phosphorylation,1.0,Reactome
P21917,P35626,unknown,Phosphorylation,1.0,Reactome
P21917,P43250,unknown,Phosphorylation,1.0,Reactome
P21917,Q15835,unknown,Phosphorylation,1.0,Reactome
P21917,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
P21953,O14874,unknown,Phosphorylation,1.0,Reactome
P21964,P22607,Y,Phosphorylation,1.0,UniProt
P21964,P29323,Y,Phosphorylation,1.0,UniProt
P21980,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22001,P12931,Y187;Y499,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P22001,Q16620,Y161;Y162;Y163,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P22059,Q15139,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22087,P45983,unknown,Phosphorylation,2.75,PhosphoNetworks
P22234,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22234,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22314,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22392,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22392,P22392,unknown,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P22415,P22607,Y,Phosphorylation,1.0,UniProt
P22415,P49840,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22415,P78527,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P22415,Q16539,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P22455,P07949,Y,Phosphorylation,1.0,UniProt
P22455,P11362,Y,Phosphorylation,1.0,UniProt
P22455,P22455,Y642;Y643;Y714;Y754,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P22455,P27361,unknown,Phosphorylation,1.0,Reactome
P22455,P28482,unknown,Phosphorylation,1.0,Reactome
P22459,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22460,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22575,P06239,Y,Phosphorylation,1.0,UniProt
P22575,P07948,Y,Phosphorylation,1.0,UniProt
P22607,P11362,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22607,P22607,Y465;Y535;Y536;Y577;Y612;Y647;Y648;Y658;Y724;Y760;Y770,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P22607,P27361,unknown,Phosphorylation,1.0,Reactome
P22607,P28482,unknown,Phosphorylation,1.0,Reactome
P22626,O14757,unknown,Phosphorylation,1.0,PhosphoSitePlus
P22681,O43930,unknown,Phosphorylation,2.58,PhosphoNetworks
P22681,O75716,unknown,Phosphorylation,1.57,PhosphoNetworks
P22681,O96013,unknown,Phosphorylation,18.86,PhosphoNetworks
P22681,P00519,Y700,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P22681,P00533,Y371;Y700;Y731;Y774,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P22681,P04629,Y,Phosphorylation,1.0,UniProt
