uniprot_id,ptm_enzyme,site,ptm_type,score,source
P06241,P17612,S21,Phosphorylation,7.31,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P06241,P31749,S/T,Phosphorylation,1.0,UniProt
P06241,P41240,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P06241,P49841,unknown,Phosphorylation,1.0,Reactome
P06241,P54646,T12,Phosphorylation,1.0,iPTMnet
P06241,Q04759,S/T,Phosphorylation,1.0,UniProt
P06241,Q05655,S/T,Phosphorylation,1.0,UniProt
P06241,Q92918,S/T,Phosphorylation,1.0,UniProt
P06276,Q9H2X6,unknown,Phosphorylation,0.2,SIGNOR
P06310,P07947,unknown,Phosphorylation,1.0,Reactome
P06310,P08631,unknown,Phosphorylation,1.0,Reactome
P06310,P09769,unknown,Phosphorylation,1.0,Reactome
P06310,P12931,unknown,Phosphorylation,1.0,Reactome
P06312,P07947,unknown,Phosphorylation,1.0,Reactome
P06312,P08631,unknown,Phosphorylation,1.0,Reactome
P06312,P09769,unknown,Phosphorylation,1.0,Reactome
P06312,P12931,unknown,Phosphorylation,1.0,Reactome
P06315,P07947,unknown,Phosphorylation,1.0,Reactome
P06315,P08631,unknown,Phosphorylation,1.0,Reactome
P06315,P09769,unknown,Phosphorylation,1.0,Reactome
P06315,P12931,unknown,Phosphorylation,1.0,Reactome
P06331,P07947,unknown,Phosphorylation,1.0,Reactome
P06331,P08631,unknown,Phosphorylation,1.0,Reactome
P06331,P09769,unknown,Phosphorylation,1.0,Reactome
P06331,P12931,unknown,Phosphorylation,1.0,Reactome
P06340,P06239,unknown,Phosphorylation,1.0,Reactome
P06396,P07947,unknown,Phosphorylation,15.54,PhosphoNetworks
P06396,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06396,P24941,S/T,Phosphorylation,1.0,UniProt
P06396,Q05513,unknown,Phosphorylation,16.11,PhosphoNetworks
P06396,Q14289,unknown,Phosphorylation,0.528,SIGNOR
P06396,Q9UKE5,unknown,Phosphorylation,0.5,SIGNOR
P06400,O14757,S612,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P06400,O96017,S612,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P06400,P00519,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06400,P04049,S/T,Phosphorylation,1.0,SIGNOR;UniProt
P06400,P05771,S249;S780;S795;T252;T821,Phosphorylation,1.0,SIGNOR;iPTMnet
P06400,P06493,S249;S807;S811;T252;T373,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06400,P11802,S249;S780;S788;S795;S811;T356;T5;T826,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06400,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06400,P24941,S230;S249;S567;S608;S612;S807;S811;T252;T356;T373;T821;T826,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P06400,P50750,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06400,Q00526,S811,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06400,Q00532,unknown,Phosphorylation,0.2,SIGNOR
P06400,Q00534,S612;S780;S788;S795;S807;S811;T821;T826,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06400,Q00535,S811,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06400,Q13131,S811,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06400,Q13627,S/T,Phosphorylation,1.0,UniProt
P06400,Q16539,S567,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P06400,Q96GD4,S780,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P06401,P24941,S20;S213;S25;S294;S554;S676;T430,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06401,P27361,S294,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P06401,P28482,S294,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P06401,P49841,S554,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P06401,P68400,S81,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;iPTMnet
P06427,Q6P0Q8,S/T,Phosphorylation,1.0,UniProt
P06463,Q6P0Q8,S/T,Phosphorylation,1.0,UniProt
P06493,O14757,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06493,O95835,S/T,Phosphorylation,1.0,UniProt
P06493,P04626,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06493,P0C1S8,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06493,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06493,P19525,S/T,Phosphorylation,1.0,PhosphoSitePlus;Reactome;UniProt
P06493,P30291,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06493,P41279,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06493,P50613,T161,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
P06493,P68400,S39,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06493,Q99640,T14,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;UniProt;iPTMnet
P06702,Q16539,T113,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P06725,O96017,S/T,Phosphorylation,1.0,UniProt
P06730,O00443,S209;T210,Phosphorylation,1.0,iPTMnet
P06730,O14965,S/T,Phosphorylation,1.0,SIGNOR;UniProt
P06730,P05129,S209,Phosphorylation,1.0,iPTMnet
P06730,P05771,S209,Phosphorylation,1.0,iPTMnet
P06730,P17252,S209,Phosphorylation,1.0,iPTMnet
P06730,P42345,unknown,Phosphorylation,0.804,SIGNOR
P06730,Q9BUB5,S209,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P06730,Q9HBH9,S209,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P06732,P04049,unknown,Phosphorylation,1.73,PhosphoNetworks
P06732,P37173,unknown,Phosphorylation,1.73,PhosphoNetworks
P06733,O75385,S115;S282,Phosphorylation,0.2,SIGNOR
P06733,O75676,unknown,Phosphorylation,3.07,PhosphoNetworks
P06733,P07947,unknown,Phosphorylation,1.69,PhosphoNetworks
P06733,P09769,unknown,Phosphorylation,1.57,PhosphoNetworks
P06733,P30291,unknown,Phosphorylation,61.74,PhosphoNetworks
P06733,P34947,unknown,Phosphorylation,9.62,PhosphoNetworks
P06733,P41743,unknown,Phosphorylation,87.47,PhosphoNetworks
P06733,Q8IYT8,S115;S282,Phosphorylation,0.2,SIGNOR
P06733,Q8WZ42,S/T,Phosphorylation,1.0,UniProt
P06733,Q9UEE5,unknown,Phosphorylation,5.04,PhosphoNetworks
P06737,P15735,S15,Phosphorylation,1.0,Reactome;SIGNOR;iPTMnet
P06737,Q16816,S15,Phosphorylation,1.0,Reactome;SIGNOR;iPTMnet
P06744,P68400,S185,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06748,O14965,S125,Phosphorylation,1.0,UniProt;iPTMnet
P06748,O15111,S125,Phosphorylation,0.2,SIGNOR
P06748,O75716,unknown,Phosphorylation,12.84,PhosphoNetworks
P06748,P06493,S70;T199;T205;T208;T219;T234;T237,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06748,P07947,unknown,Phosphorylation,15.18,PhosphoNetworks
P06748,P09769,unknown,Phosphorylation,12.84,PhosphoNetworks
P06748,P11802,T199,Phosphorylation,1.0,iPTMnet
P06748,P17612,unknown,Phosphorylation,34.96,PhosphoNetworks
P06748,P19525,S/T,Phosphorylation,1.0,UniProt
P06748,P24941,S70;T199;T234,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06748,P28482,unknown,Phosphorylation,1.0,Reactome
P06748,P29597,unknown,Phosphorylation,16.93,PhosphoNetworks
P06748,P31749,S48,Phosphorylation,0.534,SIGNOR
P06748,P34947,S4,Phosphorylation,1.0,iPTMnet
P06748,P45983,unknown,Phosphorylation,12.84,PhosphoNetworks
P06748,P50750,unknown,Phosphorylation,50.32,PhosphoNetworks
P06748,P51813,unknown,Phosphorylation,14.91,PhosphoNetworks
P06748,P51955,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06748,P53350,S4,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P06748,Q00534,T199,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P06748,Q05655,unknown,Phosphorylation,34.33,PhosphoNetworks
P06748,Q13315,unknown,Phosphorylation,0.354,SIGNOR
P06748,Q13535,S125,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P06748,Q59H18,unknown,Phosphorylation,2.97,PhosphoNetworks
P06748,Q8IW41,unknown,Phosphorylation,2.25,PhosphoNetworks
P06748,Q96GD4,S/T,Phosphorylation,1.0,UniProt
P06748,Q9H4B4,unknown,Phosphorylation,1.0,PhosphoSitePlus
P06748,Q9NR20,unknown,Phosphorylation,1.6,PhosphoNetworks
P06748,Q9NYY3,S4,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
P06748,Q9Y463,unknown,Phosphorylation,3.18,PhosphoNetworks
P06753,Q14164,S/T,Phosphorylation,1.0,UniProt
P06756,P17612,S/T,Phosphorylation,1.0,UniProt
P06756,P37173,S/T,Phosphorylation,1.0,UniProt
P06756,Q38SD2,S/T,Phosphorylation,1.0,UniProt
P06762,P31749,S/T,Phosphorylation,1.0,UniProt
P06850,P48730,S/T,Phosphorylation,1.0,UniProt
P07101,O75582,S40,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07101,P17612,S36;S40,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P07101,P27361,S62,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07101,P28482,S62,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07101,P49137,S19;S40;S71,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P07101,P51812,S40;S71,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07101,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P07101,Q13555,S19,Phosphorylation,1.0,iPTMnet
P07101,Q16566,unknown,Phosphorylation,100.0,PhosphoNetworks
P07101,Q8IW41,S19,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07101,Q9UQM7,S19,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07108,Q05655,T42,Phosphorylation,1.0,SIGNOR;iPTMnet
P07195,O14965,S162,Phosphorylation,0.2,SIGNOR
P07195,Q5S007,S/T,Phosphorylation,1.0,UniProt
P07196,P12931,unknown,Phosphorylation,1.0,Reactome
P07196,P15056,S/T,Phosphorylation,1.0,UniProt
P07196,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
P07196,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07196,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07196,Q16512,S/T,Phosphorylation,1.0,UniProt
P07196,Q8N5S9,S/T,Phosphorylation,1.0,UniProt
P07196,Q9HC98,S/T,Phosphorylation,1.0,UniProt
P07196,Q9P286,S/T,Phosphorylation,1.0,UniProt
P07196,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07197,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07197,Q00535,unknown,Phosphorylation,0.423,SIGNOR
P07200,P37173,S/T,Phosphorylation,1.0,UniProt
P07203,P00519,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07203,P42684,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P07225,P17252,S/T,Phosphorylation,1.0,UniProt
P07237,O00444,S/T,Phosphorylation,1.0,UniProt
P07237,Q8TDX7,S/T,Phosphorylation,1.0,UniProt
P07293,Q96RG2,S/T,Phosphorylation,1.0,UniProt
P07332,P07332,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07333,P07333,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07355,P05771,S2;S20;S26,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P07355,P11362,unknown,Phosphorylation,52.22,PhosphoNetworks
P07355,P17252,S26;S44,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P07355,P51813,unknown,Phosphorylation,4.57,PhosphoNetworks
P07355,Q05513,unknown,Phosphorylation,31.98,PhosphoNetworks
P07355,Q14289,unknown,Phosphorylation,31.98,PhosphoNetworks
P07437,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07437,P53350,unknown,Phosphorylation,1.0,Reactome
P07437,Q5S007,S/T,Phosphorylation,1.0,UniProt
P07437,Q5TCY1,S275,Phosphorylation,1.0,iPTMnet
P07437,Q8TDX7,S/T,Phosphorylation,1.0,UniProt
P07550,P08069,unknown,Phosphorylation,100.0,PhosphoNetworks
P07550,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07550,P25098,unknown,Phosphorylation,1.0,Reactome
P07550,P31749,S345;S346,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07550,P32298,unknown,Phosphorylation,1.0,Reactome
P07550,P34947,S355;S356;S396;S401;S407;S411;T384;T393,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;Reactome;iPTMnet
P07550,P35626,unknown,Phosphorylation,1.0,Reactome
P07550,P43250,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P07550,Q05655,S261;S262;S345;S346,Phosphorylation,1.0,iPTMnet
P07550,Q15835,unknown,Phosphorylation,1.0,Reactome
P07550,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
P07602,P48730,S/T,Phosphorylation,1.0,UniProt
P07737,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07737,P35968,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07737,Q13464,S138,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07766,P06241,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07766,Q99640,S/T,Phosphorylation,1.0,UniProt
P07814,P23443,S999,Phosphorylation,0.2,SIGNOR
P07814,P27361,unknown,Phosphorylation,1.0,Reactome
P07814,P28482,unknown,Phosphorylation,1.0,Reactome
P07814,Q00535,S886,Phosphorylation,1.0,SIGNOR;iPTMnet
P07900,O15111,S/T,Phosphorylation,1.0,UniProt
P07900,O43318,S/T,Phosphorylation,1.0,UniProt
P07900,P00540,S/T,Phosphorylation,1.0,UniProt
P07900,P04049,S/T,Phosphorylation,1.0,UniProt
P07900,P05129,T115;T425;T603,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07900,P17612,T90,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P07900,P27361,unknown,Phosphorylation,1.0,Reactome
P07900,P28482,unknown,Phosphorylation,1.0,Reactome
P07900,P30291,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07900,P35968,unknown,Phosphorylation,1.0,Reactome
P07900,P50750,S/T,Phosphorylation,1.0,UniProt
P07900,P53350,unknown,Phosphorylation,1.0,Reactome
P07900,P68400,S231;S263;S353;S385,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P07900,P78527,T127;T129;T5;T7,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07900,Q14289,unknown,Phosphorylation,1.0,Reactome
P07900,Q15831,S/T,Phosphorylation,1.0,UniProt
P07900,Q16671,S/T,Phosphorylation,1.0,UniProt
P07900,Q6P2M8,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07900,Q6VAB6,S/T,Phosphorylation,1.0,UniProt
P07900,Q96Q40,S/T,Phosphorylation,1.0,UniProt
P07900,Q96QS6,S/T,Phosphorylation,1.0,UniProt
P07900,Q99558,S/T,Phosphorylation,1.0,UniProt
P07900,Q9BXA6,S/T,Phosphorylation,1.0,UniProt
P07900,Q9NR20,S/T,Phosphorylation,1.0,UniProt
P07900,Q9UQM7,S/T,Phosphorylation,1.0,UniProt
P07902,Q07912,S/T,Phosphorylation,1.0,UniProt
P07910,P19784,S247;S260,Phosphorylation,1.0,iPTMnet
P07910,P48729,S240;S253;S260;S299,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P07910,P68400,S247;S260,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07910,P78362,S/T,Phosphorylation,1.0,UniProt
P07942,Q05397,unknown,Phosphorylation,1.0,Reactome
P07942,Q14289,unknown,Phosphorylation,1.0,Reactome
P07947,P41240,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P07948,P00533,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07948,P07948,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07948,P41240,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
P07948,P42679,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07948,P78368,S13,Phosphorylation,0.2,SIGNOR
P07948,Q96L34,S/T,Phosphorylation,1.0,UniProt
P07948,Q9HCP0,S13,Phosphorylation,0.2,SIGNOR
P07948,Q9Y6M4,S13,Phosphorylation,0.2,SIGNOR
P07949,P07949,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07949,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07949,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07949,P17612,S696,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P07949,P22455,unknown,Phosphorylation,8.97,PhosphoNetworks
P07949,Q05397,unknown,Phosphorylation,1.0,PhosphoSitePlus
P07949,Q07912,unknown,Phosphorylation,9.14,PhosphoNetworks
P07949,Q16832,unknown,Phosphorylation,1.57,PhosphoNetworks
P07949,Q8IW41,unknown,Phosphorylation,4.19,PhosphoNetworks
P07949,Q8TD08,unknown,Phosphorylation,1.57,PhosphoNetworks
P07951,P48736,S61,Phosphorylation,1.0,iPTMnet
P07954,O96013,S46,Phosphorylation,1.0,SIGNOR;iPTMnet
P07954,P11309,S/T,Phosphorylation,1.0,UniProt
P08034,P17252,S229;S233,Phosphorylation,1.0,iPTMnet
P08034,P17612,S233,Phosphorylation,1.0,iPTMnet
P08047,O00141,unknown,Phosphorylation,0.265,SIGNOR
P08047,P06493,T739,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P08047,P27361,S59;T453;T739,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P08047,P28482,S59;T453;T739,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
P08047,P31749,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08047,P45983,T278;T739,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P08047,P49841,S728;S732,Phosphorylation,1.0,iPTMnet
P08047,P68400,T579,Phosphorylation,1.0,SIGNOR;iPTMnet
P08047,Q05513,S641;S670;T668;T681,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P08047,Q13315,S101,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P08047,Q13535,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08069,P08069,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08069,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08069,P42345,unknown,Phosphorylation,0.496,SIGNOR
P08069,P43250,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08069,Q05397,unknown,Phosphorylation,0.535,SIGNOR
P08100,P17252,S334;T336,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P08100,Q15835,S334;S338;S343,Phosphorylation,1.0,PhosphoSitePlus;Reactome;iPTMnet
P08107,P53350,S/T,Phosphorylation,1.0,UniProt
P08123,Q05397,unknown,Phosphorylation,1.0,Reactome
P08123,Q14289,unknown,Phosphorylation,1.0,Reactome
P08133,Q59H18,unknown,Phosphorylation,1.6,PhosphoNetworks
P08134,O60229,unknown,Phosphorylation,1.0,Reactome
P08134,O75962,unknown,Phosphorylation,1.0,Reactome
P08134,P04626,unknown,Phosphorylation,1.0,Reactome
P08134,Q5VST9,unknown,Phosphorylation,1.0,Reactome
P08134,Q9NQU5,unknown,Phosphorylation,0.2,SIGNOR
P08138,P05129,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08138,P22694,S303,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
P08151,O14920,unknown,Phosphorylation,0.357,SIGNOR
P08151,P08631,unknown,Phosphorylation,0.3,SIGNOR
P08151,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
P08151,P22612,unknown,Phosphorylation,1.0,Reactome
P08151,P22694,unknown,Phosphorylation,1.0,Reactome
P08151,P23443,S84,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P08151,P41743,S243;T304,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P08151,P54646,S/T,Phosphorylation,1.0,UniProt
P08151,Q13131,S102;S408;T1074,Phosphorylation,1.0,SIGNOR;iPTMnet
P08151,Q13627,S408,Phosphorylation,0.514,SIGNOR
P08151,Q16539,S937;S941;S982,Phosphorylation,0.27,SIGNOR
P08151,Q6PHR2,unknown,Phosphorylation,1.0,Reactome;SIGNOR
P08172,P25098,unknown,Phosphorylation,1.0,Reactome
P08172,P32298,unknown,Phosphorylation,1.0,Reactome
P08172,P34947,unknown,Phosphorylation,1.0,Reactome
P08172,P35626,unknown,Phosphorylation,1.0,Reactome
P08172,P43250,unknown,Phosphorylation,1.0,Reactome
P08172,Q15835,unknown,Phosphorylation,1.0,Reactome
P08172,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
P08173,P25098,unknown,Phosphorylation,1.0,Reactome
P08173,P32298,unknown,Phosphorylation,1.0,Reactome
P08173,P34947,unknown,Phosphorylation,1.0,Reactome
P08173,P35626,unknown,Phosphorylation,1.0,Reactome
P08173,P43250,unknown,Phosphorylation,1.0,Reactome
P08173,Q15835,unknown,Phosphorylation,1.0,Reactome
P08173,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
P08183,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08183,P17612,S667;S671;S683,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
P08195,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08235,P27361,S196;S227;S238;S263;S287;S361,Phosphorylation,0.351,SIGNOR
P08235,P28482,S196;S227;S238;S263;S287;S361,Phosphorylation,0.287,SIGNOR
P08235,P34947,unknown,Phosphorylation,0.26,SIGNOR
P08237,O75385,S74;S762,Phosphorylation,0.2,SIGNOR
P08237,Q8IYT8,S74;S762,Phosphorylation,0.2,SIGNOR
P08238,O14733,S/T,Phosphorylation,1.0,UniProt
P08238,O14757,S/T,Phosphorylation,1.0,UniProt
P08238,O14920,S/T,Phosphorylation,1.0,UniProt
P08238,O15111,S/T,Phosphorylation,1.0,UniProt
P08238,O43318,S/T,Phosphorylation,1.0,UniProt
P08238,O94921,S/T,Phosphorylation,1.0,UniProt
P08238,P00540,S/T,Phosphorylation,1.0,UniProt
P08238,P04049,S/T,Phosphorylation,1.0,UniProt
P08238,P05129,S/T,Phosphorylation,1.0,UniProt
P08238,P10398,S/T,Phosphorylation,1.0,UniProt
P08238,P11801,S/T,Phosphorylation,1.0,UniProt
P08238,P11802,S/T,Phosphorylation,1.0,UniProt
P08238,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08238,P15056,S/T,Phosphorylation,1.0,UniProt
P08238,P22694,S/T,Phosphorylation,1.0,UniProt
P08238,P27361,unknown,Phosphorylation,1.0,Reactome
P08238,P28482,unknown,Phosphorylation,1.0,Reactome
P08238,P31152,S/T,Phosphorylation,1.0,UniProt
P08238,P31749,S/T,Phosphorylation,1.0,UniProt
P08238,P31751,S/T,Phosphorylation,1.0,UniProt
P08238,P36896,S/T,Phosphorylation,1.0,UniProt
P08238,P41279,S/T,Phosphorylation,1.0,UniProt
P08238,P43250,S/T,Phosphorylation,1.0,UniProt
P08238,P48729,S/T,Phosphorylation,1.0,UniProt
P08238,P49674,S/T,Phosphorylation,1.0,UniProt
P08238,P49761,S/T,Phosphorylation,1.0,UniProt
P08238,P49840,S/T,Phosphorylation,1.0,UniProt
P08238,P50613,S/T,Phosphorylation,1.0,UniProt
P08238,P50750,S/T,Phosphorylation,1.0,UniProt
P08238,P51812,S/T,Phosphorylation,1.0,UniProt
P08238,P51817,S/T,Phosphorylation,1.0,UniProt
P08238,P53671,S/T,Phosphorylation,1.0,UniProt
P08238,P68400,S226;S255,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
P08238,P80192,S/T,Phosphorylation,1.0,UniProt
P08238,Q00526,S/T,Phosphorylation,1.0,UniProt
P08238,Q00534,S/T,Phosphorylation,1.0,UniProt
P08238,Q02156,S/T,Phosphorylation,1.0,UniProt
P08238,Q05513,S/T,Phosphorylation,1.0,UniProt
P08238,Q07912,S/T,Phosphorylation,1.0,UniProt
P08238,Q13131,S/T,Phosphorylation,1.0,UniProt
P08238,Q13163,S/T,Phosphorylation,1.0,UniProt
P08238,Q13233,S/T,Phosphorylation,1.0,UniProt
P08238,Q13546,S/T,Phosphorylation,1.0,UniProt
P08238,Q13555,S/T,Phosphorylation,1.0,UniProt
P08238,Q14164,S/T,Phosphorylation,1.0,UniProt
P08238,Q15131,S/T,Phosphorylation,1.0,UniProt
P08238,Q15139,S/T,Phosphorylation,1.0,UniProt
P08238,Q15208,S/T,Phosphorylation,1.0,UniProt
P08238,Q15418,S/T,Phosphorylation,1.0,UniProt
P08238,Q15831,S/T,Phosphorylation,1.0,UniProt
P08238,Q16671,S/T,Phosphorylation,1.0,UniProt
P08238,Q6P2M8,unknown,Phosphorylation,1.0,PhosphoSitePlus
P08238,Q86SG6,S/T,Phosphorylation,1.0,UniProt
P08238,Q86UX6,S/T,Phosphorylation,1.0,UniProt
P08238,Q86YV6,S/T,Phosphorylation,1.0,UniProt
P08238,Q8N165,S/T,Phosphorylation,1.0,UniProt
P08238,Q8NE63,S/T,Phosphorylation,1.0,UniProt
P08238,Q8NG66,S/T,Phosphorylation,1.0,UniProt
P08238,Q8TD08,S/T,Phosphorylation,1.0,UniProt
P08238,Q8TD19,S/T,Phosphorylation,1.0,UniProt
P08238,Q8TF76,S/T,Phosphorylation,1.0,UniProt
P08238,Q8WTQ7,S/T,Phosphorylation,1.0,UniProt
P08238,Q8WXR4,S/T,Phosphorylation,1.0,UniProt
P08238,Q92918,S/T,Phosphorylation,1.0,UniProt
P08238,Q96GD4,S/T,Phosphorylation,1.0,PhosphoSitePlus;UniProt
P08238,Q96PF2,S/T,Phosphorylation,1.0,UniProt
P08238,Q96Q40,S/T,Phosphorylation,1.0,UniProt
P08238,Q96QS6,S/T,Phosphorylation,1.0,UniProt
P08238,Q96S53,S/T,Phosphorylation,1.0,UniProt
P08238,Q99558,S/T,Phosphorylation,1.0,UniProt
P08238,Q99759,S/T,Phosphorylation,1.0,UniProt
P08238,Q9BQI3,S/T,Phosphorylation,1.0,UniProt
P08238,Q9BXA6,S/T,Phosphorylation,1.0,UniProt
